Place Name,Review Name,Relative Publish Time Description,Rating,Text,Original Text,Author Display Name,Author URI,Author Photo URI,Publish Time
ZWIN by SHOco.,places/ChIJYQHmqnbnOkcR7NQpasfQiPI/reviews/ChZDSUhNMG9nS0VJQ0FnSUNEaGJUM0lREAE,a week ago,5,"So…. it can b a long story about this place, but as far as long story can be short we will go with second option.

Menu - Ambitious&sweet/sauer
People - Friendly, sharp, up-selling
Atmosphere -  Great to start your day and also great to continue

Worth visiting 6 days a week, just because one a week you need to visit other places to appreciate this one and get ur perspective.
Well done SHOco team!","So…. it can b a long story about this place, but as far as long story can be short we will go with second option.

Menu - Ambitious&sweet/sauer
People - Friendly, sharp, up-selling
Atmosphere -  Great to start your day and also great to continue

Worth visiting 6 days a week, just because one a week you need to visit other places to appreciate this one and get ur perspective.
Well done SHOco team!",Zaza Akhvlediani,https://www.google.com/maps/contrib/115949563616551965836/reviews,https://lh3.googleusercontent.com/a-/ALV-UjXjlS0E0ayTGC58ubzzxBnHwFNHIZiIXwj8h2cSXx0xlHJGXWMfzw=s128-c0x00000000-cc-rp-mo-ba4,2024-03-30T12:01:31Z
ZWIN by SHOco.,places/ChIJYQHmqnbnOkcR7NQpasfQiPI/reviews/ChdDSUhNMG9nS0VJQ0FnSUNEdnFxYnhRRRAB,a week ago,2,"Food is so so yet not expansive
Waiters never see you until three times signalled
Simplest soup cooked for eternity
Horrible music mixed with noise causes headaches

Parking near by should  be paid inside and there is no way to pay at the exit.","Food is so so yet not expansive
Waiters never see you until three times signalled
Simplest soup cooked for eternity
Horrible music mixed with noise causes headaches

Parking near by should  be paid inside and there is no way to pay at the exit.",Volo,https://www.google.com/maps/contrib/107876495144947076202/reviews,https://lh3.googleusercontent.com/a/ACg8ocJSO4rd3IX8_g24e6f_euUvysAUXleSA-gm0m-bLPIVdlIsDw=s128-c0x00000000-cc-rp-mo,2024-03-28T19:01:19Z
ZWIN by SHOco.,places/ChIJYQHmqnbnOkcR7NQpasfQiPI/reviews/ChdDSUhNMG9nS0VJQ0FnSUNHdjZxVXFBRRAB,2 years ago,5,"Great place for a breakfast, lunch or dinner. Cuisine is very tasty and unique.
Cocktails are great as well ;)","Great place for a breakfast, lunch or dinner. Cuisine is very tasty and unique.
Cocktails are great as well ;)",Myroslava Kozachuk,https://www.google.com/maps/contrib/106963591547757221248/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVZtAMlaQ6ph6mbnV-dCCbEAZrtl1uj0O8dSaOwsh4I2faJJ-Wh=s128-c0x00000000-cc-rp-mo-ba3,2021-11-14T06:26:43Z
ZWIN by SHOco.,places/ChIJYQHmqnbnOkcR7NQpasfQiPI/reviews/ChZDSUhNMG9nS0VJQ0FnSURHOW9xN1pBEAE,2 years ago,5,"The service was exception, I have never been in a place like this before in Lviv.

The wine and coffee were perfectly made and the staff is very nice and welcoming.

The place itself is very clean and tidy, I love the design, and I will come back here everyday I’m here.

5 stars! If you like good coffee, good people and good atmosphere, Zwin and Shoco is the place for you","The service was exception, I have never been in a place like this before in Lviv.

The wine and coffee were perfectly made and the staff is very nice and welcoming.

The place itself is very clean and tidy, I love the design, and I will come back here everyday I’m here.

5 stars! If you like good coffee, good people and good atmosphere, Zwin and Shoco is the place for you",David,https://www.google.com/maps/contrib/111865501229021629756/reviews,https://lh3.googleusercontent.com/a-/ALV-UjUC3VS6LqtM1f5DQ0STAflD-9XTg91RcBXKFHNJVhTbF6pbSfOP=s128-c0x00000000-cc-rp-mo,2021-11-27T18:38:48Z
Familia Wok&Pasta,places/ChIJ-z6xFchOc0ERvgZM4YV1qYQ/reviews/ChZDSUhNMG9nS0VJQ0FnSUNZbXFXVWJREAE,4 years ago,5,"Relatively simple place but serving really great Asian food. They are not afraid to use the Asian spices so a spicy dish is original Asian spicy.
I had a lovely local beer which due to its slight Ginger flavor fitted great with the dinner. The bottle was great as well.","Relatively simple place but serving really great Asian food. They are not afraid to use the Asian spices so a spicy dish is original Asian spicy.
I had a lovely local beer which due to its slight Ginger flavor fitted great with the dinner. The bottle was great as well.",Koen Vanduffel,https://www.google.com/maps/contrib/108095584152558976111/reviews,https://lh3.googleusercontent.com/a-/ALV-UjV6p9beukky8XcnZlWYhyJvGtCigunTGK2-ZM-4L_pBfKadsgcdtg=s128-c0x00000000-cc-rp-mo-ba5,2019-04-11T11:42:03Z
Familia Wok&Pasta,places/ChIJ-z6xFchOc0ERvgZM4YV1qYQ/reviews/ChZDSUhNMG9nS0VJQ0FnSURnNy1ud1FnEAE,7 years ago,5,"Incredibly tasty wok, raspberry tea and latte are also quite nice but nothing overwhelming. Loved the interior and the overall atmosphere of the place.","Incredibly tasty wok, raspberry tea and latte are also quite nice but nothing overwhelming. Loved the interior and the overall atmosphere of the place.",Вероніка Зварич,https://www.google.com/maps/contrib/105032949455418418223/reviews,https://lh3.googleusercontent.com/a-/ALV-UjXnm7ZAnQ6ljMFvP-DQwViXUfOsrJkfSN9I-A2FnlFb79faA6RKnA=s128-c0x00000000-cc-rp-mo-ba4,2017-01-21T23:23:19Z
Familia Wok&Pasta,places/ChIJ-z6xFchOc0ERvgZM4YV1qYQ/reviews/ChZDSUhNMG9nS0VJQ0FnSUNJeHJIa2JBEAE,5 years ago,5,"I totally enjoyed the food and service. I have tried four dishes in two days, and they were excellent. Thank you for the delicious food and good service. For future, it is a good idea to ask customers when they would like to have their drinks because some people prefer to have their coffee  hot after the meal. Other than that, everything is fine. Recommend!","I totally enjoyed the food and service. I have tried four dishes in two days, and they were excellent. Thank you for the delicious food and good service. For future, it is a good idea to ask customers when they would like to have their drinks because some people prefer to have their coffee  hot after the meal. Other than that, everything is fine. Recommend!",Dina Semeniuk,https://www.google.com/maps/contrib/114194465654683750799/reviews,https://lh3.googleusercontent.com/a-/ALV-UjUmClJKP1CefcOOk_UGVHIqjkQ4ZTT5XwPcA5E1Bq579NYNwud_-g=s128-c0x00000000-cc-rp-mo-ba2,2018-11-11T13:31:32Z
Familia Wok&Pasta,places/ChIJ-z6xFchOc0ERvgZM4YV1qYQ/reviews/ChZDSUhNMG9nS0VJQ0FnSUN3dGMyNVV3EAE,5 years ago,5,"This place is great! Tried their coconut mango chicken. So delicious!
Also, spring rolls were good, but there was a bit of disappointment. When we got the order, there was just 1 spring roll. Should be at least 2. Because food like this is usually ordered to share.
However, this place is great! Definitely recommend!","This place is great! Tried their coconut mango chicken. So delicious!
Also, spring rolls were good, but there was a bit of disappointment. When we got the order, there was just 1 spring roll. Should be at least 2. Because food like this is usually ordered to share.
However, this place is great! Definitely recommend!",Tanya Soznashvili,https://www.google.com/maps/contrib/111393183124189748546/reviews,https://lh3.googleusercontent.com/a-/ALV-UjX_BVgvo8bvKHI8E6qQmJmEut1ilrdwVxtmEIdvn-ciOAXxUvd3=s128-c0x00000000-cc-rp-mo-ba2,2018-08-16T09:17:59Z
Familia Wok&Pasta,places/ChIJ-z6xFchOc0ERvgZM4YV1qYQ/reviews/ChZDSUhNMG9nS0VJQ0FnSURBdk5iVEN3EAE,6 years ago,2,"Taste of noodles is ok but...there are lots of thing because of which I just can't recommend this place.  The service is really really slow. It looks like the waiters are not interested in their work. The restaurant was only 1/3 full of people but we waited for the menu for 10 min. Than waited for the noodles for another 25 min...but still one of us (me) stayed hungry because they forgot about the soup that I ordered. When I asked for my soup the waiter told me to wait for another 2 min, than brought me another soup (not the one that I ordered!!!) But after I put the spoon (still I really wanted to eat) in it they shouted STOP! and told me that this is another person's soup and it was mistake. So they took it to another client. Anyway I didn't get my order at all, because they just forgot about it. Paid for noodles for my bf and I just went away hungry...","Taste of noodles is ok but...there are lots of thing because of which I just can't recommend this place.  The service is really really slow. It looks like the waiters are not interested in their work. The restaurant was only 1/3 full of people but we waited for the menu for 10 min. Than waited for the noodles for another 25 min...but still one of us (me) stayed hungry because they forgot about the soup that I ordered. When I asked for my soup the waiter told me to wait for another 2 min, than brought me another soup (not the one that I ordered!!!) But after I put the spoon (still I really wanted to eat) in it they shouted STOP! and told me that this is another person's soup and it was mistake. So they took it to another client. Anyway I didn't get my order at all, because they just forgot about it. Paid for noodles for my bf and I just went away hungry...",Ifakemi iya,https://www.google.com/maps/contrib/102201478716389661922/reviews,https://lh3.googleusercontent.com/a-/ALV-UjUQ8NGHqLch1cjfP2kfTuSpjiXm9oXs3-65cG5jj5K-zep6xfQ8=s128-c0x00000000-cc-rp-mo-ba5,2018-01-24T00:11:48Z
Love&Lviv cafe,places/ChIJVfQJB5TdOkcR-s5wpAK4abU/reviews/ChdDSUhNMG9nS0VJQ0FnSUM1blB1cjhRRRAB,5 months ago,4,"First of all, great respect to the Love&Lviv team, who found the strength to open in a new place!
This establishment is a cafe, not a restaurant like it was on Stryyska, so the dishes here are somewhat simpler, although there are also classics on the menu, such as deruna or forshmak, and complex dinners are on the menu.
I deduct one point only for the desserts (I assume that they are prepared outsourced, not here, but I am not sure), they are very simple and therefore lose in taste compared to other dishes, I would like to see your ""dessert classic"".
I wish you success and see you again!","Перш за все, велика повага команді Love&Lviv, які  знайшли у собі сили відкритися у новому місці!
Цей заклад саме кафе, а не ресторан як то було на Стрийській, тому страви тут дещо простіші, хоч є і класика з меню як от деруни чи форшмак, присутні в меню комплексні обіди.
Один бал знімаю лише за десерти (допускаю, що приготовані на аутсорсі, а не тут, проте не певна), дуже прості і тому втрачають у смаку в порівнянні з іншими стравами, хотілось би побачити вашу ""десертну класику"".
Бажаю вам успіху і до нових зустрічей!",Olga Vrublevska,https://www.google.com/maps/contrib/105192541705871824969/reviews,https://lh3.googleusercontent.com/a-/ALV-UjWh8XI8NU9pOh4K4aelzsPpEaHYDnehUbFMCSH3wZqsJiSkV0ft=s128-c0x00000000-cc-rp-mo-ba5,2023-10-11T19:15:35Z
Love&Lviv cafe,places/ChIJVfQJB5TdOkcR-s5wpAK4abU/reviews/ChZDSUhNMG9nS0VJQ0FnSURGcTVLZ0dnEAE,4 months ago,5,"Extremely attractive cafe with its coziness and warmth, delicious food.","Надзвичайно привабливе кафе зі своїм затишком і теплом, смачна їжа.",Lulu Lili,https://www.google.com/maps/contrib/105891878509792001367/reviews,https://lh3.googleusercontent.com/a/ACg8ocJqthfGZ9OZnlV4iRlzk2n4dx_yW7buvq80ZXvMi0gBrjQMcg=s128-c0x00000000-cc-rp-mo-ba4,2023-11-10T07:24:20Z
Love&Lviv cafe,places/ChIJVfQJB5TdOkcR-s5wpAK4abU/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ5aDdMaTF3RRAB,2 weeks ago,4,"Delicious izha on delivery, and very fast ❤️","Смачна ïжа на доставцi,та дуже швидка❤️",Jy,https://www.google.com/maps/contrib/105595901167245602570/reviews,https://lh3.googleusercontent.com/a-/ALV-UjU6AWDkFtHoSYNGW6Fgq9RVup645g9UN4r5qYH4ykXYbx2YVxlc=s128-c0x00000000-cc-rp-mo-ba3,2024-03-21T17:34:44Z
Love&Lviv cafe,places/ChIJVfQJB5TdOkcR-s5wpAK4abU/reviews/ChZDSUhNMG9nS0VJQ0FnSUNsOWFDMFJnEAE,4 months ago,5,Everything is O.K!,Все ок!,Маркіян Созанський,https://www.google.com/maps/contrib/111875317360923959046/reviews,https://lh3.googleusercontent.com/a/ACg8ocKpnNJ2Y2bLVoWo91AKs8tX2sPONvA5N5yOJnInKKtN-N1DVw=s128-c0x00000000-cc-rp-mo,2023-11-23T18:47:33Z
Love&Lviv cafe,places/ChIJVfQJB5TdOkcR-s5wpAK4abU/reviews/ChdDSUhNMG9nS0VJQ0FnSUNaX2ZIVDBnRRAB,6 months ago,5,,,Alla Bazarnyk,https://www.google.com/maps/contrib/116271658305153862771/reviews,https://lh3.googleusercontent.com/a/ACg8ocKATAU6KSe1jXHnlb5T1NEvzcMmJM2K_x6-1C_LaXT9CxEElg=s128-c0x00000000-cc-rp-mo,2023-09-16T14:49:41Z
Bakery пекарня-кав'ярня,places/ChIJaYhk-WxM0UARPekqppfpHTs/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ5dEpEREl3EAE,3 weeks ago,5,"It is snowing outside. They called me and said that due to weather conditions, the delivery will be delayed a little, and I was very pleased when they warned me about it. But I was in for a pleasant shock when I opened my order and saw peanut cookies (which I didn't order) on which was written ""sorry for the delay"". I am a very sentimental person, and this was really very nice and unexpected for me.
You are the best and the service is top notch!
Thank you for such emotions!","На вулиці сніг. Мені подзвонили, сказали що через погодні умови доставка трішки затримається, і мені дуже приємно було коли мене попередили про це. Але я була в приємному шоці, коли відкрила своє замовлення і побачила печиво горішки(які я не замовляла), на яких було написано ""вибачте за затримку"". Я дуже сентиментальна людина, і це для мене було дійсно дуууже приємно і неочікувано.
Ви найкращі, і обслуговування на висоті!
Дякую Вам, за такі емоції!",Юляш,https://www.google.com/maps/contrib/116806969190176113956/reviews,https://lh3.googleusercontent.com/a/ACg8ocJiC2YQbXeNS7U6j5SQjrAb8E9GLvukt8Hlo4zGSqCxIj8Ujg=s128-c0x00000000-cc-rp-mo,2024-03-13T17:43:17Z
Bakery пекарня-кав'ярня,places/ChIJaYhk-WxM0UARPekqppfpHTs/reviews/ChZDSUhNMG9nS0VJQ0FnSUNOdjR2MlVREAE,2 months ago,5,"I always stop by for a cup of hot coffee in the south-west. Always smiling employees bring a driving mood for the whole day. The service, unlike other establishments, is simply luxurious. The aroma of their pastries simply makes you want to visit this establishment every day",Постійно заходжу по чашечку гарячої кави на югозападному Завжди усміхнені працівники приносять драйвовий настрій на цілий день. Обслуговування на відміну від інших закладів просто люксове.  Аромат їхньої випічки просто змушує кожного дня завітати в цей заклад,ser Grozo,https://www.google.com/maps/contrib/117333576346351497780/reviews,https://lh3.googleusercontent.com/a-/ALV-UjX96fBz0g9uoBRvT_ALL3bbpkYAkWb-ZrkD-sED0DzibOHt9hk=s128-c0x00000000-cc-rp-mo,2024-01-19T12:57:22Z
Bakery пекарня-кав'ярня,places/ChIJaYhk-WxM0UARPekqppfpHTs/reviews/ChdDSUhNMG9nS0VJQ0FnSUNOM19YLTl3RRAB,2 months ago,5,"I have service experience in various bakery establishments. Fastest service in the Southwest. Friendly staff, and literally in 2-3 times they already recognize you as a regular customer and know your preferences. I order pizza by phone all the time, and the waiting time has never exceeded 30 minutes. Highly recommend!","Маю досвід обслуговування в різних закладах бейкері. На південно західному найшвидше обслуговування. Привітний персонал, і буквально за 2-3 рази вже впізнають тебе як постійного клієнта і знають твої вподобання. Постійно замовляю піцу по телефону, і час очікування ніколи не перевищував 30 хв. Дуже рекомендую!",Yurii Andreikiv,https://www.google.com/maps/contrib/115225752481352882892/reviews,https://lh3.googleusercontent.com/a-/ALV-UjU58gPz7w7Dty1oIDBAP6a5QJqcjXzFbGrOI_PcrkTxtu0j1rE=s128-c0x00000000-cc-rp-mo,2024-01-19T10:48:42Z
Bakery пекарня-кав'ярня,places/ChIJaYhk-WxM0UARPekqppfpHTs/reviews/ChdDSUhNMG9nS0VJQ0FnSUNObDczUW1BRRAB,2 months ago,1,"6:01 p.m. in the evening, I went to the establishment to have a snack in the south-western district. The staff talked for a long time with some guys, not paying attention to other visitors who wanted to make an order. I believe that this is not at all competent in relation to customers and their superiors who had hope for these employees. The desire to visit this particular place disappeared. Please influence the future of your institution","18.01 вечір, зайшла в заклад перекусити в південно-західному районі. Персонал спілкувався дуже довго з якимись хлопцями не зважаючи уваги на інших відвідувачів які хотіли зробити замовлення. Я вважаю, що це взагалі не компетентно по відношенню до клієнтів та свого начальства яке мало надію на цих працівниць. Бажання відвідувати саме це місце зникло. Будь ласка повпливайте на майбутнє свого закладу",Лера,https://www.google.com/maps/contrib/111185437295331621421/reviews,https://lh3.googleusercontent.com/a-/ALV-UjWAMOjz7GNnGkj26H3rULdw9teB4Peih1arPKirDuV62RNA9qXT=s128-c0x00000000-cc-rp-mo,2024-01-18T18:33:16Z
Bakery пекарня-кав'ярня,places/ChIJaYhk-WxM0UARPekqppfpHTs/reviews/ChdDSUhNMG9nS0VJQ0FnSUNOM19fUnl3RRAB,2 months ago,3,"I've always had good coffee, but today it's just terrible. First, it is cold, and secondly, it is sour ((The whole glass had to be thrown into the trash.","Завжди брала смачну каву, але сьогодні просто жахлива. По-перше холодна, по-друге кисла(( Весь стакан довелося викинути до сміття.",Виктория Билецкая,https://www.google.com/maps/contrib/102528232243074058491/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVEj-brs51koN6d6itVIQdaDXm0on6M1Bv9fiP-GUNzzhoJHzpA=s128-c0x00000000-cc-rp-mo,2024-01-19T11:24:46Z
Krymsʹka Perepichka Stryysʹka,places/ChIJe2tSAy3nOkcRhX0i6HAIwOA/reviews/ChdDSUhNMG9nS0VJQ0FnSUM2N3FhanlRRRAB,2 years ago,4,"Desserts and bakery are quite good. Not too much people so you can sit with a family and send kid to small kid area inside caffe.
The only disadvantage (at my taste) is coffee.
Coffee is not mild, too strong even latte, recommend fruit tea instead of coffee","Desserts and bakery are quite good. Not too much people so you can sit with a family and send kid to small kid area inside caffe.
The only disadvantage (at my taste) is coffee.
Coffee is not mild, too strong even latte, recommend fruit tea instead of coffee",Sergii V,https://www.google.com/maps/contrib/112355559633684235640/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVglLDC4y-IpUMmbs02CNEuKsgw9UyxPF5F8mBB8mZKuX0fKKRJ=s128-c0x00000000-cc-rp-mo-ba5,2021-09-04T21:13:36Z
Krymsʹka Perepichka Stryysʹka,places/ChIJe2tSAy3nOkcRhX0i6HAIwOA/reviews/ChdDSUhNMG9nS0VJQ0FnSUR4Mk96aW13RRAB,10 months ago,5,"Very tasty bakery, nice interior. Surprisingly low prices","Very tasty bakery, nice interior. Surprisingly low prices",Artem Chepurnyi,https://www.google.com/maps/contrib/102696863054832206920/reviews,https://lh3.googleusercontent.com/a-/ALV-UjXTmwVgSClmuUNbgIMHe_2hmx0-7r-Ze8IdyZ0L7mHZkUHxRepiNA=s128-c0x00000000-cc-rp-mo-ba5,2023-06-01T06:42:49Z
Krymsʹka Perepichka Stryysʹka,places/ChIJe2tSAy3nOkcRhX0i6HAIwOA/reviews/ChdDSUhNMG9nS0VJQ0FnSUNXZ0xxVnF3RRAB,2 years ago,5,Tasty eclairs!,Tasty eclairs!,Myckolah Myckolah,https://www.google.com/maps/contrib/110645558427310666410/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVsZyigMrYqNF_kVmCBb_PbBcOhFvQ2aqO7olqZnGHXRGTT7RruVw=s128-c0x00000000-cc-rp-mo-ba2,2022-02-14T14:03:33Z
Krymsʹka Perepichka Stryysʹka,places/ChIJe2tSAy3nOkcRhX0i6HAIwOA/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ5dTVhekp3EAE,2 weeks ago,1,"Terrible location, it is impossible to drive in with a cart, you constantly have to leave it outside. We have already bought empty croissants several times. The first time I thought it was a coincidence, but the next ones happened too. It's a shame when you buy an inexpensive croissant with nutella or chocolate for a child, but it's empty inside.","Жахлива локація, з візком заїхати неможливо, постійно доводиться залишати ззовні. Купили вже кілька раз порожні круасани. Перший раз думала що випадковість, але попало і наступні. Прикро, коли купуєш недешевий круасан дитині з нутелою або шоколадом, а всередині порожньо.",Дарія Ребот,https://www.google.com/maps/contrib/109583217461876569151/reviews,https://lh3.googleusercontent.com/a/ACg8ocK_53emm-stoLWHrvgHdHZ0aRflM1-3Lgik1EuWXbZkgEnOTA=s128-c0x00000000-cc-rp-mo,2024-03-21T14:06:05Z
Krymsʹka Perepichka Stryysʹka,places/ChIJe2tSAy3nOkcRhX0i6HAIwOA/reviews/ChZDSUhNMG9nS0VJQ0FnSUNaNGNuN053EAE,6 months ago,5,"Very tasty pastries and coffee.
Everything is very fresh and tasty, thank you for a delicious breakfast 💫","Дуже смачна випічка та кава.
Все дуже свіже та смачне, дякуємо за смачний сніданок 💫",Іра Клуб,https://www.google.com/maps/contrib/118327122909975826599/reviews,https://lh3.googleusercontent.com/a-/ALV-UjXBeseP8e16nE1U_oS4XzT2ADhqnFaSCuZh_ZkAU0lcPqaUWouXNg=s128-c0x00000000-cc-rp-mo,2023-09-12T07:10:14Z
CODE,places/ChIJlz9OOY7dOkcRCzwSnzmzlmM/reviews/ChZDSUhNMG9nS0VJQ0FnSUMxdjhpN0J3EAE,3 months ago,5,"Amazing coffee, it lightened up my day. Very tasty pancakes and sandwiche with chicken and bacon. Unfortunately it was too early to try the sweet pastry, but I definitely hope to next time I'm in Lviv :)","Amazing coffee, it lightened up my day. Very tasty pancakes and sandwiche with chicken and bacon. Unfortunately it was too early to try the sweet pastry, but I definitely hope to next time I'm in Lviv :)",Natalia Dv,https://www.google.com/maps/contrib/104124705141368556970/reviews,https://lh3.googleusercontent.com/a/ACg8ocKgMtojXXbXVkyMqQ_CIiYBrvizy6w5nQZ4MjtaUzu6bCZkpbIy=s128-c0x00000000-cc-rp-mo,2024-01-04T15:15:10Z
CODE,places/ChIJlz9OOY7dOkcRCzwSnzmzlmM/reviews/ChdDSUhNMG9nS0VJQ0FnSUNwMTdybndnRRAB,7 months ago,4,"Delicious food, good coffee, friendly service, but an issue with ventilation.","Delicious food, good coffee, friendly service, but an issue with ventilation.",Sergiy Inozemtsev,https://www.google.com/maps/contrib/110443929971176828360/reviews,https://lh3.googleusercontent.com/a-/ALV-UjWnVKCKCzNLNj3oMAPUDBLwsJ1AvukEY5obvwzypAf6HRQulw4nOw=s128-c0x00000000-cc-rp-mo-ba5,2023-08-12T07:03:20Z
CODE,places/ChIJlz9OOY7dOkcRCzwSnzmzlmM/reviews/ChdDSUhNMG9nS0VJQ0FnSURtb2NyZW1BRRAB,2 years ago,5,"Very polite staff, cosy and comfortable cafe. The coffee is very tasty, the pour ration was correct, the milk was textured expertly and the serving temperature was perfect.

If this cafe serves the same consistency every day it’s easily the best cafe in Lviv. The prices were good considering the city centre location. The sandwich menu looked so appetizing I’ll have to go back tomorrow.","Very polite staff, cosy and comfortable cafe. The coffee is very tasty, the pour ration was correct, the milk was textured expertly and the serving temperature was perfect.

If this cafe serves the same consistency every day it’s easily the best cafe in Lviv. The prices were good considering the city centre location. The sandwich menu looked so appetizing I’ll have to go back tomorrow.",Adrian Finch,https://www.google.com/maps/contrib/116548192755766090723/reviews,https://lh3.googleusercontent.com/a-/ALV-UjXTypW_ai6GvT5M4mYJbWDiNCgezXff_quKAs3OcLoNz41JzLuq=s128-c0x00000000-cc-rp-mo,2022-01-30T20:58:57Z
CODE,places/ChIJlz9OOY7dOkcRCzwSnzmzlmM/reviews/ChdDSUhNMG9nS0VJQ0FnSUNGdWZDNWhnRRAB,5 months ago,5,You can pay by scanning the qr code on the table. Music is a bit too loud.,You can pay by scanning the qr code on the table. Music is a bit too loud.,Natalia Tanatarova,https://www.google.com/maps/contrib/117113613802900165586/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVOScmf6LIYOEuCJXC1QV8bKZxRNEMQf6ZOYMOAce7uFf0ZLMcZ=s128-c0x00000000-cc-rp-mo-ba4,2023-10-29T11:31:42Z
CODE,places/ChIJlz9OOY7dOkcRCzwSnzmzlmM/reviews/ChdDSUhNMG9nS0VJQ0FnSURwM3V6Q3VRRRAB,7 months ago,5,Really good food. Amazing vibe. Service is super. Coffee is a good 4/5.,Really good food. Amazing vibe. Service is super. Coffee is a good 4/5.,akiva weiss,https://www.google.com/maps/contrib/118437679781113408550/reviews,https://lh3.googleusercontent.com/a/ACg8ocLOiglZhKaq9xVpSvDmv3j4qfxS8hajeM7Q7ktxXCwaqH4icA=s128-c0x00000000-cc-rp-mo,2023-08-22T16:02:09Z
Cukor BLACK,places/ChIJa4xG_nHdOkcR0mHinp3BnIc/reviews/ChZDSUhNMG9nS0VJQ0FnSUNWaHZQaFhREAE,4 months ago,4,We had a nice brunch. The food we ordered was tasty. The prices were a bit high.,We had a nice brunch. The food we ordered was tasty. The prices were a bit high.,July Summer,https://www.google.com/maps/contrib/100166704770192083960/reviews,https://lh3.googleusercontent.com/a-/ALV-UjXFSn6zJ-ElqF4jViJCtVZnchE3vYp7vEgR6HKXEwIMjApGVHk=s128-c0x00000000-cc-rp-mo-ba6,2023-12-06T21:39:00Z
Cukor BLACK,places/ChIJa4xG_nHdOkcR0mHinp3BnIc/reviews/ChdDSUhNMG9nS0VJQ0FnSUNadF9uZWp3RRAB,6 months ago,5,Breakfast menu all day! Great cappuccino and tasty waffles and toast… if you’re around the city not hesitate to brunch here!.,Breakfast menu all day! Great cappuccino and tasty waffles and toast… if you’re around the city not hesitate to brunch here!.,Inma Serrano,https://www.google.com/maps/contrib/103643444906364893189/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVyswjrGCs89ZSEnwJpX32DnwULDFLBFjO_RqFP_bd4grDXPHMQ=s128-c0x00000000-cc-rp-mo-ba4,2023-09-20T10:43:10Z
Cukor BLACK,places/ChIJa4xG_nHdOkcR0mHinp3BnIc/reviews/ChZDSUhNMG9nS0VJQ0FnSUNscktMMkRBEAE,4 months ago,5,Just look at this breakfast masterpiece! It's absolutely delicious 😋 I am already looking forward to going back!,Just look at this breakfast masterpiece! It's absolutely delicious 😋 I am already looking forward to going back!,Dan Leal,https://www.google.com/maps/contrib/112719335091403060664/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVzOxtL1hNk1eijCGdE9TINzep3CyBPcR1dWgyBEFj-Utdf1Mpreg=s128-c0x00000000-cc-rp-mo-ba6,2023-11-14T14:53:05Z
Cukor BLACK,places/ChIJa4xG_nHdOkcR0mHinp3BnIc/reviews/ChdDSUhNMG9nS0VJQ0FnSURteVluMHhBRRAB,2 years ago,5,"It is really delicious, if you want to have a perfect breakfast, you need to come here. 2 coffees and 2 selected breakfasts is around 20 €. The menu is super, you don’t know what to select, everything is very appealing","It is really delicious, if you want to have a perfect breakfast, you need to come here. 2 coffees and 2 selected breakfasts is around 20 €. The menu is super, you don’t know what to select, everything is very appealing",Olena Nasteka,https://www.google.com/maps/contrib/107758579492289591152/reviews,https://lh3.googleusercontent.com/a/ACg8ocLMjOnLuoF7H3M9RSzscaRBRSIpUTK1a3Uw6vLwQYzakI9R1g=s128-c0x00000000-cc-rp-mo-ba3,2022-02-01T16:00:19Z
Cukor BLACK,places/ChIJa4xG_nHdOkcR0mHinp3BnIc/reviews/ChdDSUhNMG9nS0VJQ0FnSUM2N3FEOG1BRRAB,2 years ago,4,"Waffle with salmon wasn't so good, I wouldn't order it once again, although I highly recommend one with berries and ice cream! Place is nice but big minus for smell indoor. After you leave you can smell fat on your clothes all day long... 😬","Waffle with salmon wasn't so good, I wouldn't order it once again, although I highly recommend one with berries and ice cream! Place is nice but big minus for smell indoor. After you leave you can smell fat on your clothes all day long... 😬",Magdalena Mazur,https://www.google.com/maps/contrib/106790255991444054525/reviews,https://lh3.googleusercontent.com/a-/ALV-UjV-Ge8Zy2_FckurjWQB_nQ4CIZq8-mg6rAKVQXHodBcBGoA8RfS=s128-c0x00000000-cc-rp-mo-ba2,2021-09-08T19:37:24Z
Pp Mif,places/ChIJ___P-JzdOkcR-jfTQTvgqg8/reviews/ChdDSUhNMG9nS0VJQ0FnSURVd19heXJ3RRAB,4 years ago,5,,,Виктория Репина,https://www.google.com/maps/contrib/102979998062131343351/reviews,https://lh3.googleusercontent.com/a/ACg8ocIjeQyjTe374Qk3hg14SjjjQ081oOBo_U3_8-dg-yXltqd68A=s128-c0x00000000-cc-rp-mo,2019-09-02T10:24:45Z
